"Population","Latitude","Longitude","Median_house_value","Median_household_income","Mean_household_income"
3797,33.74827,-117.8489,335,56071,68736
6700,33.73727,-117.8424,117.6,43490,52263
9156,33.73782,-117.8636,328.3,62212,68181
8346,33.73091,-117.8952,331.6,59088,65496
5057,33.73683,-117.8926,366.7,48438,66275
5822,33.75385,-117.8993,333.1,60595,66467
5753,33.75351,-117.8907,380.9,71296,74876
5712,33.77468,-117.8821,616.5,55806,80430
4481,33.76451,-117.89,467.6,58713,91687
6347,33.76862,-117.849,448.1,49054,73567
2980,33.76405,-117.8413,397.7,78927,92653
4041,33.75295,-117.8235,599.6,72788,88477
3437,33.74205,-117.8071,560.4,69783,82304
5187,33.73609,-117.8128,500,52474,67581
3548,33.73272,-117.8229,429.4,54432,72936
5074,33.72863,-117.8144,413.3,63456,76058
3790,33.74899,-117.8021,651.3,91622,112601
7487,33.77869,-117.7854,881.4,120395,172373
4069,33.76731,-117.8079,757.9,108688,158418
6121,33.78119,-117.837,551.2,67339,74941
3046,33.81027,-117.814,896.2,136477,186981
3332,33.81925,-117.8305,632.6,61750,97692
6573,33.80705,-117.83,518.6,61556,80487
3327,33.83305,-117.8058,892.8,127188,155692
7487,33.78384,-117.8916,76.4,54918,63823
5812,33.83958,-117.8385,463,76995,82636
4999,33.82174,-117.8445,543.5,77015,91080
7474,33.83324,-117.8957,418.4,59506,65566
4006,33.82904,-117.88,480.6,83627,95167
5651,33.84724,-117.8855,440.7,61689,69354
6546,33.8507,-117.8975,411.1,51250,68232
6131,33.84385,-117.9343,396.9,52090,62492
5913,33.84305,-117.9689,390.5,52622,64164
8725,33.82573,-118.0071,392.6,38682,55378
6922,33.82477,-117.9721,446.8,60729,66512
4635,33.83133,-117.9624,503.8,41788,53906
4635,33.826,-117.9355,438.3,58589,67686
7643,33.83445,-117.9272,465.8,44653,60678
6808,33.79917,-117.9182,432.8,49679,63644
7141,33.79742,-117.9028,338.3,41218,54559
5222,33.81021,-117.9305,340.8,39932,62259
4808,33.81508,-117.9399,423.9,51758,61398
7722,33.80481,-117.9411,428.7,74709,80142
5337,33.80961,-118.0065,392.2,55155,72000
3638,33.79882,-117.9944,390.3,48990,61654
6039,33.7917,-117.9916,397.2,50385,72738
5004,33.7952,-117.9803,463.3,74053,81336
2078,33.80089,-118.0059,281,70625,90214
4780,33.78493,-117.9913,331.1,50976,55112
4133,33.78488,-117.9768,429.8,59141,72692
5866,33.77791,-117.9768,414.6,63534,75047
4022,33.79766,-117.9635,450.6,59076,97490
4819,33.78519,-117.9584,458.7,51667,67541
6430,33.79656,-117.9467,402.3,65357,76330
6029,33.78826,-117.9397,529.4,76875,92109
5317,33.78891,-117.9281,439.5,74938,75263
6305,33.77393,-117.9446,350.5,55510,66550
6067,33.77758,-117.9572,385.8,50703,62259
6107,33.77038,-117.9571,396.3,48534,66383
6725,33.75868,-117.9617,421.6,50150,66104
8585,33.75313,-117.9452,402.6,56816,64516
5282,33.75215,-117.9677,448.3,61494,67148
7154,33.7517,-117.9334,307.3,56638,65286
4012,33.7624,-117.9339,403.6,49728,58161
7011,33.752,-117.9241,211.2,49184,59205
5376,33.75711,-117.9096,78.3,36190,46682
6387,33.74945,-117.9156,393.9,60231,65721
3973,33.77084,-117.9143,288.9,35865,44469
5944,33.77048,-117.9016,426.8,85369,102521
8323,33.73463,-117.9264,356.7,60139,65370
4729,33.73812,-117.9508,497.3,55714,75036
4914,33.70862,-117.9847,458.2,70759,82177
5102,33.73875,-117.959,519.4,50566,77922
3348,33.7231,-117.9591,655.9,101410,102149
5922,33.72492,-117.9224,514.6,59706,73080
4358,33.69503,-117.9501,542,95494,104130
5325,33.69443,-117.9615,610.4,87396,110735
3419,33.70824,-117.9761,642.7,90820,121533
4274,33.727,-117.9798,597.1,67331,73157
3584,33.71929,-117.9809,617.9,85556,92548
3035,33.67983,-117.9837,697.6,107148,111510
3614,33.67916,-117.9761,717.1,103864,130659
5290,33.74198,-117.9253,99.5,43028,52910
4547,33.67615,-118.0023,713.2,79167,100455
3598,33.66214,-118.0031,879.9,82813,124063
4505,33.70798,-118.0192,709.1,90824,99331
4468,33.71825,-118.0153,600.6,79917,92846
2480,33.72452,-118.0282,633.8,79844,102097
4332,33.72238,-118.0371,668.5,95938,113887
4630,33.70976,-118.011,651.4,82125,94382
8230,33.69185,-117.9973,787.8,62241,95796
2746,33.74772,-118.0971,902.7,114398,152016
3491,33.76967,-118.0828,195,28527,41652
2868,33.74472,-118.1046,826.5,66840,105298
3606,33.73705,-118.0198,622,98333,101687
6171,33.74824,-117.9807,482.1,50606,59839
8182,33.74106,-117.9845,477.4,54884,72781
5111,33.75774,-117.9943,319.2,33929,42683
3194,33.78532,-118.0208,499.7,79750,86525
4703,33.77786,-118.021,553.9,87589,93279
3124,33.7806,-118.0371,553,86486,100663
3548,33.79572,-118.0588,655.7,101051,120311
5780,33.84103,-118.0447,561.2,81161,100208
6024,33.82641,-118.0415,594.5,71801,91856
3577,33.81456,-118.0572,448.8,80563,88221
5045,33.82073,-118.0277,544.9,76932,94558
2276,33.80806,-118.0205,580.1,79583,97057
4828,33.81299,-118.041,539.2,93977,99676
3613,33.85482,-118.0425,580.1,92273,99783
4761,33.84847,-118.0401,622.1,85403,101414
5920,33.82523,-118.059,514.5,81054,90451
6033,33.85192,-118.0102,395.4,63393,71564
4986,33.84306,-118.011,383.2,80561,83470
5459,33.83718,-117.9966,424.5,76738,79538
6638,33.88631,-117.9698,558,83973,91536
3845,33.87949,-117.995,398.2,72683,86053
1288,39.18932,-120.1102,571.8,70240,88108
1352,39.21937,-120.0899,590.6,61696,80854
1719,39.24766,-120.0472,554,69865,94557
6146,39.0029,-120.8667,343.8,61858,74071
4520,38.90737,-121.0707,287,38219,53065
2129,38.89548,-121.0738,344.1,31042,44806
3396,38.88092,-121.0724,434.1,99600,104399
5826,38.73104,-121.1977,660.2,133750,157014
4372,38.73887,-121.2374,405.9,59273,78780
3222,38.73309,-121.271,335.5,53684,73406
3059,38.7243,-121.254,295.6,82566,87555
3118,38.75174,-121.2361,443.2,68920,102157
3902,38.72924,-121.2943,296.2,63559,74578
3494,38.74574,-121.2766,264.3,53288,68220
3901,38.782,-121.2968,358.5,97538,105879
1771,38.78553,-121.3516,359.6,53475,69124
3355,38.77685,-121.3238,417.6,94821,102969
2962,38.75529,-121.2993,273.2,50244,61896
4754,38.76419,-121.3046,269,47432,64925
2230,38.79496,-121.2525,360.8,88472,97330
2668,38.78018,-121.2379,212.1,45369,54865
5012,38.78019,-121.2152,523.5,103618,109298
2641,38.80929,-121.2728,415.8,42588,57553
5142,38.80365,-121.2623,322.6,68500,84342
6536,38.82353,-121.1997,330.7,76838,91030
5307,38.94727,-121.2731,451.1,70256,85892
8762,38.79292,-121.3742,371.2,95640,102090
7000,38.88951,-121.3054,194.7,39297,50326
3554,38.92274,-121.0656,363.8,77226,88903
4522,38.97886,-121.0713,492.1,87381,116431
5676,38.94055,-121.0759,309.8,51739,68042
3060,39.01776,-120.9861,391.4,72647,77057
4454,39.00408,-121.0251,408.2,76382,92576
1736,39.22167,-120.2584,726.6,67522,66806
961,39.13729,-120.171,554.6,85375,83477
709,39.07805,-120.155,536.5,69948,94789
3879,38.73708,-121.3533,455.8,86514,113419
4840,38.77682,-121.2849,386.7,78365,87570
5175,38.79998,-121.2783,385.2,86040,93381
3191,38.80322,-121.2888,388.8,117056,121390
4565,38.85683,-121.2641,444.6,64797,80572
3347,38.87024,-121.2817,460.2,68144,74740
3257,38.87479,-121.2649,418.1,60045,70608
3100,38.89055,-121.3221,352.8,83641,84046
1161,39.91395,-120.8988,306.4,46613,64431
4760,39.81068,-120.4307,206.7,38972,58127
2785,40.11924,-120.9202,199.2,30417,42790
2146,40.30399,-121.2307,237.3,27778,33999
1811,40.26004,-121.129,416.8,69716,89394
2105,33.99173,-117.3658,194.8,51385,56401
4633,33.98627,-117.3824,358.2,55127,71871
6414,33.97122,-117.3662,313.3,35161,48795
2220,33.97908,-117.3589,304.3,36354,40093
3812,33.97939,-117.3529,255.8,29674,35959
2978,33.95511,-117.3599,458.9,115236,124083
5598,33.96675,-117.3882,300.7,62426,82897
2651,33.93218,-117.4017,249.5,44712,52328
6702,33.93711,-117.4107,231.9,50893,69719
6518,33.94092,-117.4207,223.3,55506,56923
8020,33.94037,-117.4439,232.7,52222,63297
5314,33.92708,-117.4486,245.6,49699,58805
2387,33.90171,-117.4464,265.3,81507,96168
3611,33.90928,-117.437,266.1,66619,80927
5897,33.98523,-117.4185,241.6,57143,69607
3626,33.99378,-117.4064,78.7,29303,41174
3716,33.99844,-117.4016,156.9,33533,40470
7308,33.99476,-117.4414,304.5,81418,97652
3243,34.00817,-117.4502,279.4,49969,71020
4224,33.97639,-117.4834,267.3,62879,63691
5801,33.99285,-117.4961,353.2,67694,63340
5353,33.9875,-117.4635,359,69770,77769
6878,34.00873,-117.4758,209.5,54332,61773
2376,33.97053,-117.5307,280.5,35625,53556
5541,33.98598,-117.5315,376.4,86817,91260
3543,33.99631,-117.5142,226.6,52567,58311
7640,33.95877,-117.5884,468.7,123886,128192
12842,33.96455,-117.5766,433.2,113967,128366
7610,33.95071,-117.5706,450.1,110853,125805
2746,33.94072,-117.546,419.4,67868,73778
2780,33.94356,-117.5323,400.5,87708,102059
2995,33.91049,-117.5989,391,89426,101807
7008,33.89784,-117.5741,321.3,58488,65062
3353,33.89304,-117.5543,306.5,83750,103235
3480,33.92392,-117.5473,426.8,66700,80414
6080,33.91545,-117.5364,548.6,92829,117480
4782,33.89621,-117.52,334.5,86949,89026
3586,33.89435,-117.5095,351.2,60754,73750
2594,33.90203,-117.5273,361.1,82642,87353
5691,33.89149,-117.5282,345.8,77027,81769
6516,33.91275,-117.4889,317.1,67304,69580
5040,33.9188,-117.5051,256.2,59104,80067
2832,33.94933,-117.4645,225.9,37468,57803
4590,33.95514,-117.4716,272.8,42378,54293
4299,33.92485,-117.4623,315.7,42071,54246
3545,33.93325,-117.4574,195.6,53288,61176
4303,33.92072,-117.477,250.4,43715,55637
4096,33.89133,-117.4872,174.5,66304,67993
4017,33.90453,-117.4684,223.6,52500,54853
4415,33.88328,-117.5051,236.5,64741,69450
4572,33.86729,-117.5769,311.1,63477,75406
5695,33.87828,-117.5882,56.9,32420,40662
3908,33.87664,-117.5779,258,38688,51309
6852,33.84664,-117.5726,440.6,110941,124070
5834,33.85547,-117.547,305.6,58068,65187
3319,33.8616,-117.5635,353.8,85500,91130
6698,33.86737,-117.5531,263.4,43780,54801
4786,33.87831,-117.6372,321,77201,93309
6360,33.87005,-117.5979,227.4,53022,63695
4990,33.83737,-117.5261,394.7,72830,92948
6342,33.78208,-117.4945,322.1,76106,92295
5776,33.87563,-117.6319,432.1,125214,128317
5478,33.86591,-117.6195,453.1,93494,104394
5887,33.84995,-117.2803,185.6,37247,49530
6242,33.91021,-117.3209,325.8,69853,89567
3017,33.93873,-117.339,429.1,91212,118893
2378,33.94159,-117.346,427.5,104861,109106
4579,33.98245,-117.3434,103.6,37976,38177
4761,33.98604,-117.3342,258.3,37104,44074
6316,33.97282,-117.2747,312.8,73945,86774
2082,33.94861,-117.1727,295.6,68500,79086
4780,33.94397,-117.2074,278.9,83688,85117
4071,33.94806,-117.2206,268.4,81109,85082
4997,33.94391,-117.2541,276,30484,36007
3262,33.95426,-117.2398,223,68594,75135
3299,33.95713,-117.2511,201.6,41364,57681
2540,33.96596,-117.2372,272.5,77692,101120
5011,33.88771,-117.2307,246.9,62042,68225
5048,33.9096,-117.2392,200.4,43155,54955
3308,33.92325,-117.2483,182.6,43846,52953
3379,33.93348,-117.2567,238.8,60806,65203
3803,33.93429,-117.2395,190.6,30972,39439
4177,33.92362,-117.2399,184.6,36425,51421
3278,33.9119,-117.2131,166,44028,54134
1706,33.93679,-117.2254,311.1,30268,34588
4922,33.92185,-117.2267,165.6,49621,54242
11267,33.837,-117.1952,231.3,67500,73898
10463,33.8271,-117.2038,199.8,58156,67052
6556,33.93174,-117.2032,230.7,68083,74675
3682,33.905,-117.1638,279.3,81154,85902
3784,33.92034,-117.1617,316.9,81288,84762
4905,33.71399,-117.2127,185.3,38720,56993
3230,33.67721,-117.2554,346.4,82813,101148
12805,33.68942,-117.2991,339,83450,89580
5025,33.79586,-117.1562,269.5,45664,64859
4434,33.76167,-117.1197,156.9,39566,54264
3182,33.69357,-117.149,269.7,86250,88100
2266,33.72652,-117.1811,221.1,63611,65205
9184,33.70334,-117.1711,254,47150,56819
5768,33.73742,-117.2176,223.7,70527,73911
5993,33.69526,-117.2205,240.6,79329,95428
7097,33.66175,-117.1565,350.9,82000,101706
2017,33.72482,-117.1982,158.1,33382,40522
2142,33.71603,-117.1989,141.4,29083,38289
4232,33.6776,-117.1904,223.6,62163,75502
9260,33.78235,-117.2284,164.4,34520,40631
7385,33.77082,-117.25,155.2,37500,44827
4930,33.74369,-117.2868,168.1,36154,42042
5738,33.78792,-117.2912,269.4,46333,62718
4703,33.67549,-117.339,203.7,41667,51087
6811,33.72438,-117.4263,335.3,95578,100444
5394,33.67136,-117.3934,277.8,60357,74563
4736,33.69819,-117.3912,246.4,77409,90290
3842,33.49324,-117.1336,462.7,91047,101775
5127,33.58619,-117.2056,311.3,50778,66339
6792,33.55422,-116.9954,614.5,83015,109390
8802,33.60879,-117.1004,297.4,75657,85980
8148,33.59139,-117.1031,304.5,93939,98039
7220,33.5464,-117.129,345.7,76728,85985
5906,33.50336,-117.0796,469.7,89018,107787
8838,33.56321,-117.1103,358,96705,103663
4214,33.47201,-117.0849,371.9,86442,96944
3478,33.47827,-117.0826,283.7,98843,99883
7034,33.47383,-117.0557,360.4,108125,111323
5215,33.51089,-117.1341,309.6,57898,65434
4991,33.60236,-117.2584,289.6,77212,84201
3930,33.60212,-117.2779,289,62128,77804
4976,33.56906,-117.2927,634,107833,147387
3620,33.60548,-117.2291,295,90893,116733
6816,33.71179,-116.9323,241.9,69211,89395
4538,33.73359,-116.9965,152,44841,59176
5872,33.72729,-116.9769,88.9,29274,37428
2770,33.74419,-116.9517,174.1,30101,39859
3120,33.74494,-116.9364,211.2,29506,44391
3862,33.73218,-116.9615,146.5,50658,53250
3631,33.73404,-116.9396,198.6,54476,64185
5791,33.74678,-116.9704,114.1,24508,38096
2847,33.73722,-116.9673,121.7,30407,37465
4217,33.75032,-116.985,22.9,19032,28069
2911,33.7585,-116.9934,126.3,24021,31952
6386,33.7692,-116.9959,175.2,49744,64082
2456,33.77557,-116.9354,107.5,45720,53583
6815,33.78825,-117.0057,214,65625,71755
4505,33.78343,-116.9532,129.7,29387,42603
3512,33.74514,-116.8796,126.9,36094,60900
2585,33.75365,-116.8999,126,44842,53236
5116,33.99839,-117.0453,226.1,48578,57199
5743,33.9574,-116.971,222.8,64180,71913
3015,33.97237,-116.9548,207.7,51597,61799
4933,33.95482,-116.9999,271.9,58565,73766
5409,33.91362,-116.9395,248.8,41438,48461
3832,33.93968,-116.9516,240.1,83333,99209
2689,33.94147,-117.0075,280.8,73725,69851
6405,33.93875,-116.9737,194.5,41296,52194
2109,33.92953,-116.9751,169.4,26205,34194
2973,33.92721,-116.8921,150.5,27028,39043
2841,33.93079,-116.8924,124.1,33681,43324
5669,33.93328,-116.9249,137.3,38957,52290
5701,33.93393,-116.8689,152.9,29776,40812
4774,33.91748,-116.8827,183.6,34896,42060
6218,33.56118,-116.735,293,62611,72270
4402,33.50505,-116.6405,231.4,40403,52514
1860,33.74137,-116.7363,271.5,44924,60752
6479,33.8191,-116.3868,128.3,42167,49061
6565,33.95391,-116.5123,142,40565,49405
5808,33.95351,-116.4917,144.8,33341,43245
3618,33.93438,-116.4996,102.5,28510,29764
6606,33.94215,-116.4804,111.8,32064,41370
1704,33.82739,-116.3512,242.9,47631,61564
4876,33.92416,-116.4866,103,40412,50786
2907,33.83932,-116.5368,524.3,32156,52935
4320,33.85408,-116.5211,302.8,55542,72987
4803,33.86226,-116.5459,286.3,44327,74814
2852,33.85301,-116.569,422.1,58861,95698
3555,33.82348,-116.5194,412.6,34318,53822
1982,33.813,-116.537,414.4,34844,50413
4543,33.84895,-116.481,255.3,55096,65928
4617,33.73554,-116.3148,289.3,50348,61560
6489,33.80906,-116.4629,195.1,33431,37712
3911,33.77459,-116.4265,622.7,86888,177161
2355,33.79281,-116.4057,752.8,78172,121215
3615,33.84131,-116.4684,286.3,49281,82118
4665,33.81978,-116.4689,185.6,46200,54332
3801,33.75179,-116.3152,479.9,82914,112439
3213,33.74263,-116.3647,241.4,49269,77571
3067,33.82688,-116.449,289.8,62581,74710
3424,33.7733,-116.4693,316.7,43528,58874
5726,33.72575,-116.3775,328.8,45221,64375
3831,33.65531,-116.312,287.3,62823,83036
1939,33.69613,-116.386,519.1,74872,108005
2026,33.70444,-116.3885,540.3,101955,118970
1492,33.71257,-116.3966,414.9,57188,72266
4580,33.67682,-116.3064,298.3,58650,74152
1427,33.71792,-116.322,700.3,110776,172208
2356,33.72425,-116.349,585.2,89241,149652
1505,33.69013,-116.4101,75.7,40262,96102
3017,33.69167,-116.3248,670.5,103447,211382
5014,33.70798,-116.242,157.1,37634,48564
5441,33.72197,-116.2382,179.6,36721,44062
2293,33.73046,-116.261,469.1,61250,89725
5216,33.71496,-116.2571,212.1,66630,74263
1804,33.75313,-116.2417,345.3,83750,107313
6225,33.72634,-116.2471,237.1,50893,54052
1595,33.73367,-116.1923,165.1,58417,73263
5471,33.69922,-116.2581,278,74712,96655
3035,33.72726,-116.2133,118.5,28750,45959
8675,33.74578,-116.2152,276.4,96053,101427
13694,33.5639,-116.0357,113.7,27196,37508
10543,33.55542,-116.1521,33.6,33099,47903
2878,33.64057,-116.2554,787.7,113531,221082
5708,33.66473,-116.1741,179.3,42006,50107
2804,33.67116,-116.1819,166.4,33589,49701
1838,33.56765,-114.6462,217,35657,62489
2027,33.61434,-114.6057,121.9,24512,36666
3341,33.60483,-114.5907,104.6,32317,49271
3768,33.63001,-117.3574,278.7,47308,61649
4684,33.63954,-117.3496,160.8,38914,50084
7156,33.62346,-117.3031,221.6,62347,69021
5590,33.6505,-117.2772,221.7,68750,84202
4888,33.92153,-117.5688,752,83125,84560
6365,33.92948,-117.2132,193.2,70566,78023
2043,33.67809,-115.0273,96.4,39464,51537
1958,33.91883,-116.4346,25.1,34594,39859
1929,33.90635,-116.3736,97.7,40446,52721
4301,33.89017,-117.5397,379.8,84688,106171
4489,33.90791,-117.1833,261.9,72888,80540
3805,33.9013,-117.2132,186.1,54632,68218
5957,33.89695,-117.2217,142.6,41832,52281
9511,33.56394,-117.2465,453.2,110995,149488
11161,33.57947,-117.1518,321.3,92891,96641
10378,33.58475,-117.188,288.9,73165,84390
9969,33.62589,-117.1573,292.2,95919,104650
4340,33.94664,-117.3075,295.9,64513,70985
6188,33.89427,-117.2076,236.9,60224,69127
8371,33.79783,-116.9748,165.5,48511,63304
6956,33.77986,-116.2926,398.1,61572,79383
166,33.92248,-114.5005,174.1,64375,80375
6504,33.69173,-116.1919,173.8,48021,57496
2208,33.79468,-116.5467,672,76125,139551
3026,33.8097,-116.4375,410.2,87625,120276
1916,33.7812,-116.4475,154.2,47981,79092
3812,33.79504,-116.4892,160,42396,59146
2051,33.79488,-116.465,148,41343,59378
3300,33.85227,-116.5376,323.7,51280,78050
4291,33.76012,-116.892,166.7,46589,69127
3558,38.57678,-121.432,414.2,85804,93939
3497,38.57433,-121.4413,413,70313,93506
3667,38.57974,-121.4705,443.1,45432,63395
3323,38.57218,-121.4878,337.1,38431,46721
5421,38.56282,-121.4413,436.3,77904,111491
4794,38.55153,-121.4411,344.5,48750,66166
4686,38.55354,-121.4636,254.9,40342,51488
2771,38.56275,-121.4781,303.4,43036,53758
2376,38.56577,-121.4906,239.9,32106,46309
2377,38.56901,-121.5016,331.8,38281,49026
4004,38.5578,-121.5083,349.7,28132,46212
4387,38.54768,-121.4977,542.8,96573,137680
1587,38.54606,-121.4798,507.2,104911,117216
3383,38.54714,-121.4707,212.5,26756,35584
3291,38.54304,-121.4579,203.1,34451,41517
3568,38.52852,-121.4169,186.3,40727,52502
2933,38.52854,-121.4354,189.5,53651,57936
4073,38.52932,-121.5035,395.9,72067,101724
4085,38.51497,-121.5085,368.7,54712,78277
4219,38.53495,-121.4689,157.6,26354,40393
5083,38.50385,-121.4897,215.7,49745,53348
3374,38.53076,-121.5178,353.7,60089,74073
5755,38.5038,-121.5141,337.4,55665,64146
6086,38.50262,-121.5475,358.9,79441,95893
3596,38.49064,-121.5445,328.4,86404,90322
3267,38.47713,-121.5248,452.4,93058,110563
5015,38.50629,-121.4791,184.8,34342,45002
5112,38.48818,-121.4751,207.7,29605,42211
9553,38.47705,-121.488,192.5,43944,54944
3529,38.51832,-121.4705,170.1,27649,40995
7614,38.51738,-121.4483,103.6,31579,36827
3303,38.50125,-121.44,223.3,23088,36969
4945,38.50686,-121.4463,154.9,32037,52598
5899,38.50691,-121.4215,123.1,33444,43034
6740,38.48718,-121.4608,140.7,31167,51291
6649,38.47772,-121.4404,157.4,28653,39871
8107,38.48855,-121.4165,173.3,49116,51626
6284,38.48506,-121.4254,126,26788,34324
2109,38.54974,-121.4048,53.8,21929,33928
2224,38.5649,-121.4142,352.2,76371,93661
5611,38.57047,-121.3931,698.1,69858,123758
4550,38.60252,-121.4078,193,35057,43027
3066,38.59242,-121.4084,217,38712,47269
3106,38.57851,-121.4081,189.4,46404,63737
1910,38.5851,-121.413,144.8,36991,44048
4822,38.60286,-121.3916,271.6,35943,53048
3124,38.59183,-121.3924,203.7,35786,44591
4795,38.58698,-121.3744,554.5,123226,135008
2277,38.61478,-121.3502,368.6,40915,55950
4608,38.62784,-121.393,285.4,32791,51825
3114,38.61387,-121.3936,282.8,44257,52050
6290,38.62019,-121.4077,223.7,33170,45624
4592,38.62276,-121.4313,186.6,36292,45870
7560,38.63118,-121.4589,208.3,33144,44755
5356,38.6167,-121.4796,225,51210,57052
5788,38.61907,-121.5087,233.4,47338,58194
3345,38.62024,-121.5016,199.9,61964,69218
7342,38.6149,-121.4915,214,51421,57217
4997,38.6489,-121.5392,251.7,51012,80341
5083,38.64339,-121.5127,237.8,58902,70475
4034,38.60814,-121.5343,333.8,81641,106229
3850,38.6628,-121.5235,243.6,65625,76389
6725,38.67813,-121.5003,259,76829,81232
3695,38.69327,-121.4491,203.8,60903,63359
4644,38.67042,-121.3789,124.1,38750,44186
6180,38.68698,-121.375,207.9,54447,55974
5932,38.65649,-121.3735,107.7,29940,43458
5313,38.67196,-121.3625,136.7,28646,33836
6840,38.7116,-121.3757,234,49306,62553
3451,38.70033,-121.3478,191.9,58929,72123
4889,38.69853,-121.3585,220.4,48968,58265
7805,38.72141,-121.3729,259.9,70780,72777
4912,38.65671,-121.3497,232.5,43311,47493
6416,38.64954,-121.3341,304.3,43766,66581
6126,38.6169,-121.3379,309.3,46612,56018
